Order_ID,Product,Region,Salesperson,Quantity,Unit_Price,Order_Date,Discount,Revenue
3911,,East,Sneha,-20,99999,,5,1000
8952,,,Amit,-20,,2024-02-10,15,5000
3415,Laptop,West,Rohit,3,,2024-02-10,,5000
1250,,West,,-20,-200,2024-02-10,,5000
5951,Charger,West,,-20,500,2024-01-01,,3000
9098,Monitr,South,,1,1000,2024-00-10,-5,5000
6289,Tablet,,,2,1500,2024-01-15,5,5000
9102,Laptop,West,Sneha,,1000,2024-01-01,0,2000
8257,Monitr,North,,-20,,,0,3000
6565,Charger,West,,2,500,2024-13-01,,3000
7437,Monitor,West,Amit,2,1000,2024-02-10,-5,2000
2173,Mobile,East,Amit,4,99999,2024-02-10,15,1000
9624,Laptp,,,3,1000,2024-01-15,200,5000
1835,Headphones,West,,100,,2024-02-10,200,1000
3262,Tablet,,,100,1500,2024-02-10,-5,2000
5567,Headphones,South,Sneha,,1000,2024-01-15,15,2000
4815,Mouse,,Sneha,4,-200,2024-00-10,10,2000
1246,Monitor,,Amit,-1,1000,2024-01-01,15,2000
3429,Mouse,,,500,2000,2024-00-10,,-100
6287,Charger,West,,2,,2024-01-15,10,
3607,Charger,,,,2000,,,2000
6930,Keyboard,West,,-1,,,-5,1000
5022,Charger,West,Sneha,1,,,-5,2000
5784,Laptop,East,Rohit,,2000,,0,1000
7617,Laptop,,Amit,100,99999,,,2000
4151,Laptp,,Amit,-1,1500,2024-02-10,10,2000
6580,Mobile,East,Sneha,2,1500,,,
8054,,East,Sneha,2,,2024-02-10,5,2000
8706,Headphones,East,Sneha,4,99999,2024-00-10,-5,5000
8619,Mobile,,,5,99999,2024-13-01,10,
5573,Mobile,South,,5,2000,2024-01-01,15,
4491,Laptop,,,2,1000,2024-02-10,0,5000
1706,Headphones,South,,-1,,2024-01-15,15,-100
7997,Laptp,South,Rohit,100,-200,2024-00-10,,
6233,Monitor,,,2,,,15,2000
9945,Keyboard,South,Amit,4,500,2024-01-01,10,5000
6755,Laptop,,John,3,1500,,5,2000
7960,Mouse,,,4,2000,2024-13-01,15,
9779,Keyboard,,Rohit,5,1000,,,3000
2334,Monitor,,Rohit,,-200,,15,5000
6588,Charger,West,,2,99999,,15,1000
2847,Mobile,East,,-20,1000,2024-02-10,200,
7851,,,,,-200,2024-00-10,10,3000
8211,Tablet,,Amit,500,,2024-02-10,200,
8865,Laptp,South,,100,1000,,200,2000
4317,Mobile,,John,1,1000,,,-100
7811,Charger,North,Amit,500,,2024-00-10,200,-100
1164,Monitor,South,Rohit,-20,1500,2024-13-01,,2000
8060,Mouse,South,Sneha,2,500,,5,-100
4057,Laptp,,Amit,1,1500,2024-01-15,200,2000
5428,Laptp,,,,1500,,10,3000
1402,Monitor,North,Amit,1,500,,-5,2000
9605,,North,Sneha,,,2024-01-15,10,
9236,Keyboard,West,John,2,1500,2024-01-01,0,
7349,Monitr,South,John,-1,2000,,5,-100
5157,,,Amit,-1,2000,2024-02-10,5,
1867,Mobile,East,,4,500,2024-02-10,,5000
9210,Keyboard,,,2,2000,2024-02-10,,
1364,Laptop,South,Sneha,-1,,2024-01-15,5,2000
8467,Monitor,East,,1,1000,,10,5000
7571,Laptop,East,Amit,2,,2024-01-01,0,5000
1579,Mouse,,Sneha,2,500,2024-01-15,,5000
8674,Keyboard,South,Rohit,1,1000,,0,5000
9737,Tablet,,,500,2000,2024-00-10,5,-100
7468,Monitr,West,Sneha,,1500,2024-02-10,10,3000
5150,Monitor,East,,3,99999,,0,-100
4039,Monitor,North,Amit,,2000,,-5,
5137,Monitr,East,Priya,-1,,2024-00-10,15,3000
1452,Laptp,West,John,3,,,5,-100
7537,Charger,East,Amit,4,99999,2024-13-01,10,1000
2381,Mouse,,Sneha,-20,500,,5,3000
9154,Keyboard,South,,1,1500,2024-00-10,5,-100
2467,Monitor,North,,,1500,2024-00-10,0,-100
3738,Monitor,,,,1000,,0,5000
8572,Monitr,,Sneha,500,1000,2024-00-10,15,
7747,Tablet,South,,2,,,,-100
1880,Monitr,North,John,5,500,,15,
4149,Monitr,West,Amit,5,99999,,-5,2000
9276,Mobile,East,,-1,,2024-01-15,10,-100
8892,Keyboard,North,,5,-200,2024-00-10,200,3000
5144,,,Priya,-20,1500,,10,
2168,Laptp,,Rohit,4,1500,2024-02-10,5,1000
4129,Monitr,West,Priya,-20,,2024-01-01,0,1000
4645,Tablet,South,Rohit,2,99999,2024-13-01,5,-100
3526,Laptp,,,100,1500,2024-02-10,,3000
4516,Headphones,North,Rohit,5,99999,2024-01-01,5,-100
4367,Keyboard,West,Amit,4,1000,2024-02-10,-5,-100
8338,Monitor,South,,500,1500,2024-00-10,10,2000
4555,,,,2,1000,2024-13-01,-5,-100
6111,Headphones,,,3,2000,,10,-100
7752,Laptp,,Rohit,100,99999,2024-02-10,-5,1000
1445,Laptp,East,Sneha,4,500,2024-13-01,15,2000
7364,Keyboard,West,Rohit,500,500,2024-01-15,200,3000
4626,Charger,,Rohit,-20,1500,2024-01-15,-5,-100
5016,Mobile,,John,-20,500,2024-00-10,5,
4875,Monitor,,John,-20,-200,2024-00-10,0,2000
6497,Headphones,,Amit,-20,2000,2024-01-15,,-100
7238,Monitr,South,Amit,500,1500,2024-02-10,,1000
1261,Mouse,,Sneha,-20,1000,,-5,2000
5992,,,John,500,2000,2024-01-01,0,
5025,Charger,North,Priya,1,99999,2024-01-01,,-100
9283,Monitor,,Amit,,-200,,-5,
5222,Mouse,East,Amit,-20,2000,2024-01-15,-5,1000
5175,,South,John,,500,2024-01-01,0,2000
4443,Mobile,West,John,100,-200,2024-02-10,0,2000
6011,,,Sneha,-1,1000,2024-01-01,15,5000
1693,,East,,-1,,,-5,1000
9347,Mouse,,John,2,2000,2024-01-01,5,2000
2812,Monitr,,,4,500,,10,3000
6724,Mouse,East,,1,99999,,10,5000
2407,Charger,,Rohit,-1,99999,,-5,1000
9032,Laptop,South,,4,2000,2024-01-15,5,
2410,Charger,,Priya,500,1000,2024-13-01,,1000
4497,Monitr,North,,,99999,2024-13-01,200,3000
5372,Headphones,,Rohit,,1000,2024-02-10,0,3000
8394,Laptop,East,,500,1500,2024-13-01,10,
1551,Mobile,North,,100,,2024-00-10,15,
5332,Charger,North,Rohit,,,2024-01-15,,
1997,Laptop,,,,500,,15,5000
5076,Laptp,East,Rohit,,,,10,3000
7099,Charger,,Amit,4,1000,2024-13-01,5,
6555,Laptop,East,,5,,2024-01-01,5,3000
5052,Keyboard,North,,3,500,2024-13-01,15,5000
6303,Headphones,West,,500,2000,2024-01-15,-5,-100
9118,Monitor,West,Rohit,2,,2024-01-01,,5000
7102,Mouse,East,,-1,,2024-01-01,10,-100
6490,Laptop,North,Amit,1,99999,,0,3000
9564,Monitor,North,John,-20,1000,,5,
6616,Charger,South,,-1,1000,2024-01-15,15,-100
3248,,North,Priya,2,99999,2024-02-10,200,1000
1848,Monitor,,Priya,5,2000,2024-02-10,10,2000
7354,Laptp,West,Rohit,1,99999,2024-01-15,,3000
9695,Tablet,South,Priya,5,-200,,-5,-100
9070,Tablet,,Amit,4,-200,,0,5000
9894,Headphones,,John,1,1500,2024-01-15,0,
4625,,,Rohit,1,,2024-01-15,-5,-100
1314,Laptop,West,Sneha,-1,1000,2024-01-01,5,2000
3376,Laptp,,,3,1500,,0,3000
5378,Mouse,,,-20,,2024-01-01,10,1000
9449,Mobile,East,,500,,2024-01-15,5,1000
1574,Monitr,,Priya,500,1500,,5,5000
6585,Headphones,East,Priya,-20,1000,2024-01-01,5,5000
6492,Monitr,West,Rohit,500,2000,2024-00-10,-5,5000
9949,Tablet,West,,1,-200,2024-01-15,200,3000
3810,,,,4,,,10,1000
9134,Keyboard,,Priya,1,99999,2024-01-01,15,1000
6670,Mobile,,Priya,1,500,2024-02-10,0,5000
8715,Mobile,East,,500,500,2024-01-15,0,5000
7567,Monitr,East,Sneha,5,500,,15,
4459,Keyboard,South,,1,99999,,5,1000
7117,,North,Amit,3,2000,2024-01-15,,5000
4992,,,,-1,-200,2024-01-15,10,5000
8837,,,Rohit,2,,2024-13-01,5,5000
1203,Charger,South,Rohit,4,1000,2024-01-15,5,-100
3775,,West,Sneha,2,1000,2024-02-10,5,
2992,Monitor,,,500,99999,2024-01-01,0,1000
3243,Headphones,,Sneha,500,-200,2024-01-15,-5,1000
9498,Laptp,East,Amit,-1,2000,,-5,1000
2687,Mobile,South,John,-1,-200,2024-00-10,200,
5109,Monitr,,Rohit,2,,,-5,3000
2860,Monitor,,,-20,1500,,0,
6176,Tablet,,,100,1500,2024-01-01,-5,-100
1722,Laptp,,Priya,1,,2024-02-10,,2000
9971,Monitr,North,,100,,2024-13-01,10,-100
9720,Headphones,East,Amit,5,1000,,200,
5893,Mouse,,,4,2000,2024-02-10,5,2000
1343,Mobile,,Rohit,-20,2000,,200,-100
6398,,East,,2,-200,2024-13-01,-5,5000
9400,,,Amit,3,99999,2024-01-01,200,2000
5736,Tablet,South,,-20,99999,,200,
4406,Headphones,,John,2,1000,2024-13-01,0,3000
1919,Laptop,,,4,500,2024-01-01,15,1000
6819,Tablet,,Rohit,3,1500,,0,
3044,Laptp,,,5,,2024-02-10,5,1000
1418,Laptop,,Priya,-1,-200,,5,-100
2749,Tablet,,,500,1500,2024-02-10,0,2000
8378,Monitr,South,,5,1500,2024-13-01,15,5000
2099,,,,100,-200,,15,5000
4392,Mouse,East,Rohit,2,2000,2024-00-10,200,
3772,Monitor,East,,,1000,,5,2000
7784,Mouse,,Amit,100,500,,200,2000
2545,Mouse,,John,500,500,2024-02-10,0,1000
2070,Monitr,South,,4,-200,2024-13-01,10,-100
7522,Keyboard,West,,4,-200,2024-01-15,10,-100
2850,Tablet,East,Amit,-1,1000,2024-01-01,5,2000
6053,Monitor,,Amit,4,1500,2024-01-15,15,3000
3939,Charger,West,Sneha,5,1000,,10,5000
8194,,,Amit,2,99999,2024-01-15,0,-100
6851,Monitr,,,2,1000,2024-01-15,200,3000
7673,Keyboard,West,,-20,99999,2024-13-01,,-100
1678,Monitr,,John,5,,2024-02-10,,3000
1988,,,Priya,-20,,,15,1000
2502,,,Sneha,-20,1500,2024-01-15,-5,2000
2789,Keyboard,,Amit,2,2000,,,1000
6281,Mouse,West,,,500,2024-13-01,0,-100
6027,,,,,,2024-02-10,-5,5000
2425,Mobile,East,,100,1500,2024-01-01,5,1000
7654,Mobile,,,1,-200,2024-02-10,5,-100
3440,Laptop,West,Rohit,-1,1000,2024-02-10,0,3000
7856,Charger,,Sneha,-1,99999,2024-01-15,5,1000
8367,,East,John,500,,,0,2000
3594,Monitor,,Rohit,4,1000,2024-13-01,0,1000
5689,,West,,-1,1000,,,2000
3436,,,John,,,,-5,3000
6517,Keyboard,East,Rohit,4,99999,2024-00-10,,2000
7310,Tablet,,Priya,-20,1500,2024-01-01,15,2000
4539,Mouse,,John,100,-200,2024-13-01,,-100
4483,Laptp,,Rohit,3,99999,,5,2000
8371,Tablet,,,100,500,2024-01-15,-5,-100
3241,Tablet,,,5,1500,2024-13-01,,2000
7378,Keyboard,South,,4,2000,,0,5000
3765,Monitor,East,John,3,99999,2024-00-10,,
5911,Mouse,East,,-20,99999,2024-01-01,5,-100
1403,Mouse,West,Sneha,-1,99999,,15,5000
4382,Monitor,,John,-1,2000,2024-02-10,-5,1000
5163,Mobile,North,,,500,,10,5000
8630,Headphones,,John,3,99999,2024-01-01,-5,5000
1087,Laptop,North,Rohit,500,-200,,0,2000
6816,Monitr,South,,2,99999,2024-00-10,5,1000
6470,Laptop,,,3,2000,2024-01-01,5,1000
7276,Mobile,East,John,1,1000,,200,3000
6739,Keyboard,North,Priya,-1,2000,2024-01-01,10,2000
5273,Keyboard,South,Amit,2,,2024-01-15,15,5000
7523,Charger,,Sneha,-20,99999,2024-02-10,0,3000
6003,Laptop,South,,100,1000,2024-00-10,15,3000
9038,Laptop,,,500,99999,2024-01-15,10,-100
7606,Monitr,North,Rohit,2,1500,2024-01-01,0,5000
3064,Keyboard,West,,,-200,2024-01-01,,1000
6315,Tablet,West,,1,500,,15,2000
1317,Laptop,,,100,,2024-13-01,,2000
2502,Monitr,South,John,5,,2024-01-15,0,5000
7130,Monitor,East,John,500,500,2024-00-10,10,2000
8419,Laptp,North,John,3,2000,2024-00-10,,
3042,Monitor,West,,2,500,,,3000
5598,Monitr,West,Sneha,-1,500,2024-00-10,5,3000
1118,Tablet,South,,-1,2000,,0,
1709,Charger,West,Amit,-20,99999,,-5,2000
4557,Keyboard,,Priya,5,1500,,10,1000
4250,Charger,South,,-1,-200,2024-00-10,5,-100
9061,Charger,North,Priya,,500,2024-01-01,15,
9609,Monitr,South,,500,2000,,10,
3603,Keyboard,West,,3,,2024-01-01,200,3000
2101,Mouse,South,Rohit,4,500,,5,1000
5421,Laptp,West,Amit,500,-200,2024-01-15,200,1000
8857,Laptop,,Amit,-20,99999,2024-02-10,15,2000
9177,Charger,,Sneha,100,99999,,200,1000
7082,Monitor,West,,-20,500,2024-00-10,10,2000
7658,Mouse,,,,99999,2024-01-01,5,5000
3261,Mouse,,John,3,1500,2024-01-15,10,
9021,Tablet,,Amit,500,1500,2024-00-10,,-100
1508,Charger,,,500,,2024-02-10,5,-100
3379,,West,John,,1500,2024-00-10,,
9879,Charger,West,Sneha,2,99999,,5,2000
5752,Headphones,,,-1,-200,2024-13-01,,2000
6495,Monitr,,,500,,2024-00-10,200,2000
4209,Tablet,East,,500,99999,2024-13-01,0,
8398,Mouse,West,,3,500,2024-02-10,,2000
7743,Mouse,East,Rohit,2,2000,2024-13-01,0,
6648,Headphones,North,,5,1500,2024-02-10,-5,-100
6171,Laptop,,Rohit,-20,,2024-01-15,10,
8890,Mobile,South,John,-1,1500,2024-13-01,200,-100
1324,Monitor,East,,3,1500,,15,3000
4557,Mobile,,,4,1000,2024-00-10,15,-100
4587,Charger,,,-20,500,2024-00-10,15,3000
1151,Keyboard,North,John,2,1500,2024-01-15,0,5000
1954,,,,-20,2000,,15,5000
5354,Tablet,South,,2,-200,2024-01-01,15,-100
8160,Charger,West,Amit,-1,1000,,,1000
1687,Laptop,West,Sneha,2,,,-5,2000
9501,Mobile,,,1,,2024-02-10,15,-100
4127,Charger,West,Rohit,4,2000,,0,-100
7763,,,,,2000,2024-01-01,,
4395,Monitor,,Amit,-20,-200,2024-01-01,0,1000
1845,Mouse,,,-20,500,2024-01-15,5,3000
2164,Monitr,,Priya,4,2000,2024-01-15,15,
6904,Laptp,,Amit,1,,,0,-100
6360,Charger,North,John,1,500,,0,1000
1354,Laptop,,Priya,500,2000,2024-13-01,,-100
2872,Tablet,,,1,2000,,5,3000
3024,Keyboard,North,Amit,-1,99999,2024-13-01,5,5000
3817,Monitor,West,,-1,,2024-13-01,15,2000
4832,,South,Sneha,1,500,2024-13-01,200,2000
9257,Headphones,,Rohit,1,1000,2024-13-01,-5,1000
3581,Laptop,,,,1000,2024-00-10,10,3000
3486,Mobile,South,Priya,100,-200,,10,1000
9418,Monitr,,,-1,500,2024-01-15,,3000
3443,Mobile,,Sneha,,2000,2024-02-10,200,3000
9919,Mouse,North,,-20,2000,,15,2000
2036,,,Amit,3,500,2024-02-10,,5000
9684,Monitr,,,-1,1000,2024-02-10,-5,5000
8435,Mobile,North,John,,-200,2024-02-10,15,
2548,Tablet,North,,100,99999,2024-02-10,5,3000
6065,Mobile,East,John,4,99999,2024-00-10,10,2000
7496,Monitor,,Sneha,500,1500,,0,3000
7183,Monitor,North,John,1,,2024-01-15,10,-100
4957,Laptp,West,Rohit,-1,500,,15,
4407,Mobile,,,500,-200,2024-13-01,200,-100
1639,Tablet,North,,-20,1500,2024-13-01,-5,2000
1172,Tablet,,Sneha,1,,,10,3000
6666,Charger,,,-20,1500,2024-13-01,0,5000
5354,Keyboard,,Sneha,3,1500,,5,5000
4959,Monitr,West,John,-1,,2024-01-15,5,
9708,Laptop,North,Sneha,500,1500,,15,-100
9714,Headphones,West,Amit,1,1000,2024-01-15,10,5000
3886,Monitr,North,Priya,,-200,,15,3000
3164,Monitr,,,2,500,2024-00-10,10,
4945,Mouse,West,Priya,5,99999,2024-00-10,200,-100
6235,,South,,-1,-200,,,1000
8746,Monitr,East,,-1,99999,2024-13-01,15,
3590,Mouse,West,,-20,1000,,10,5000
8754,Charger,,John,-1,1000,,,2000
5934,,East,,4,99999,2024-01-15,200,
5076,Keyboard,East,Rohit,,,2024-13-01,15,3000
6185,Tablet,North,Rohit,-20,,,200,-100
2093,Laptp,West,John,,,2024-00-10,5,
4880,Tablet,,,-1,1500,,-5,5000
7559,Mobile,,John,500,1500,2024-13-01,,
3785,Headphones,East,Sneha,,99999,2024-00-10,200,3000
7065,Keyboard,,Rohit,-20,500,,15,3000
7539,Keyboard,,,1,1500,2024-01-01,0,5000
2574,Charger,,Priya,100,500,,-5,3000
6676,Headphones,,John,2,1000,2024-02-10,5,5000
9060,,,,3,500,2024-01-01,-5,
4990,Mobile,,,5,500,,-5,
6210,Mobile,North,,,,2024-13-01,,1000
5845,Laptp,South,Priya,-1,1500,2024-13-01,10,5000
2189,Laptop,,,4,2000,2024-01-15,0,2000
3689,Tablet,West,Priya,3,2000,2024-02-10,10,5000
5095,Monitr,East,,500,,2024-00-10,-5,
2875,Headphones,West,Rohit,4,-200,2024-13-01,0,-100
8768,Mobile,,,500,-200,2024-00-10,15,
4406,Mobile,East,,500,-200,2024-00-10,200,3000
4932,Laptop,,Priya,3,1000,2024-00-10,15,1000
9240,Keyboard,North,Sneha,3,1000,,10,2000
6408,,West,Sneha,100,1000,2024-01-01,-5,1000
4861,Mobile,North,Rohit,1,500,2024-00-10,10,5000
8406,,North,,,99999,2024-01-15,10,-100
3833,,,Sneha,,1500,,,5000
6285,Laptp,West,John,500,1000,2024-01-01,-5,
8645,Mobile,West,,2,2000,2024-01-01,5,3000
5777,,,Rohit,100,500,2024-13-01,10,2000
3735,Mobile,,,-1,1000,2024-02-10,15,-100
9273,Laptop,East,,2,1000,2024-02-10,200,3000
9278,Laptp,,,1,-200,,-5,2000
7368,Monitor,,Priya,4,-200,2024-13-01,-5,-100
1821,Mouse,,John,2,1500,2024-02-10,-5,1000
8525,Laptop,,Rohit,3,1500,2024-00-10,200,
1162,Keyboard,North,Priya,2,500,2024-01-15,15,3000
8777,Keyboard,,Priya,500,2000,2024-00-10,10,5000
2932,Headphones,South,Priya,4,,2024-02-10,-5,
4535,Laptop,,Priya,1,-200,2024-02-10,-5,2000
6956,Charger,,Priya,100,2000,,200,-100
4446,Laptop,East,Rohit,4,99999,2024-01-15,10,
3790,Monitor,,Sneha,-20,-200,2024-01-01,200,5000
3707,Mobile,East,Priya,100,1500,2024-01-01,15,5000
8959,Laptop,,,100,1500,2024-01-15,,2000
4933,Charger,,,500,,,-5,
4385,Monitr,,John,-20,2000,2024-01-01,0,3000
7636,Charger,North,Rohit,-1,2000,,15,
1922,Keyboard,East,Amit,4,,2024-02-10,0,5000
9089,Monitor,East,Sneha,2,1500,2024-01-01,10,-100
1564,Mobile,South,John,,500,2024-02-10,5,2000
4258,,North,,4,2000,2024-13-01,10,1000
3500,Charger,North,Priya,,1000,2024-00-10,200,1000
5566,Monitor,,Rohit,100,2000,2024-01-01,10,-100
7881,Monitr,,Rohit,3,99999,2024-13-01,10,
4636,,,Priya,1,2000,,-5,5000
7030,Laptp,North,,5,99999,2024-01-01,15,
1223,Laptp,,John,3,2000,2024-13-01,15,2000
7297,Laptp,South,Rohit,,1500,2024-01-15,5,3000
1350,,,,3,1000,2024-13-01,200,1000
8314,Monitr,,,1,99999,2024-02-10,0,
2928,Mobile,North,,500,2000,2024-01-15,200,5000
8743,Mouse,,Sneha,5,500,,0,-100
9540,Mouse,West,John,2,-200,2024-01-15,0,1000
5732,,,,2,99999,2024-02-10,10,1000
2017,Monitor,,,500,-200,2024-01-01,5,3000
3226,Laptp,West,Priya,1,1000,2024-01-15,10,
8206,Keyboard,South,,-20,,2024-01-01,5,3000
8170,Mobile,,,3,500,2024-00-10,,5000
7207,Mouse,East,,-20,,,15,5000
3419,Laptop,North,John,-1,2000,2024-13-01,-5,
7240,,,,1,99999,,-5,1000
2893,Headphones,,,2,1500,2024-13-01,-5,2000
6322,Tablet,,,,2000,2024-02-10,10,3000
8718,Monitr,,John,500,2000,2024-02-10,,1000
7878,Monitr,North,,500,,,0,-100
2125,Mouse,East,Amit,100,2000,2024-13-01,-5,5000
4117,Monitr,North,,3,500,2024-00-10,,5000
5161,Laptp,East,,2,1500,2024-02-10,-5,1000
5042,,,Priya,1,,2024-00-10,15,1000
5433,Tablet,South,Sneha,500,1000,,-5,-100
9638,Keyboard,East,Priya,5,-200,2024-02-10,15,5000
3658,Laptop,,Amit,3,2000,2024-01-15,-5,3000
4483,Monitor,South,Priya,-20,-200,,-5,3000
3944,Tablet,,Priya,-20,99999,2024-01-01,15,1000
8210,Keyboard,West,Sneha,5,,2024-13-01,200,
8653,Monitr,South,,3,-200,2024-01-01,-5,5000
9787,,East,Amit,500,2000,,,2000
2986,Mouse,South,Priya,1,99999,2024-13-01,200,5000
2074,Charger,,,1,2000,,0,3000
5305,Monitor,South,,3,,2024-02-10,10,3000
4007,Mobile,,Priya,,500,2024-01-01,-5,2000
1969,Headphones,West,Rohit,2,1000,,200,3000
9772,Mouse,East,Priya,1,2000,,0,2000
3824,Monitr,,Sneha,100,500,2024-00-10,200,3000
2211,Mouse,,Rohit,-20,2000,,200,-100
1229,Laptp,South,,500,2000,2024-02-10,5,2000
5284,,,,-20,500,,5,
4185,Monitr,North,,1,2000,2024-01-15,10,5000
1501,Mouse,,,3,1000,2024-01-01,-5,3000
1048,Tablet,South,Amit,5,-200,2024-01-01,-5,1000
4566,Tablet,,,-1,,,15,2000
4055,Laptop,,John,-20,99999,2024-01-15,10,2000
9880,Laptop,North,Sneha,4,99999,2024-13-01,,2000
1386,Monitor,,Amit,,-200,2024-02-10,-5,3000
1969,Mouse,,Rohit,1,500,2024-01-15,15,5000
6820,,,John,4,-200,,10,1000
4052,Laptop,North,Amit,100,1500,2024-00-10,10,2000
8397,Laptp,North,Sneha,5,99999,2024-02-10,200,2000
3302,Keyboard,North,Rohit,100,2000,2024-01-15,,2000
3283,Laptop,West,Sneha,1,,2024-01-15,,-100
5366,Mouse,,Sneha,-20,1000,2024-01-01,0,2000
1122,Tablet,,Rohit,500,1000,2024-01-01,5,1000
7799,Headphones,,,4,1500,2024-01-01,10,2000
4727,,North,Priya,500,-200,,200,-100
9450,Charger,,Sneha,100,1000,2024-02-10,0,1000
5958,Mobile,,,100,-200,,15,1000
1524,Laptop,,,2,,2024-13-01,15,2000
9399,Mobile,North,Rohit,3,1500,2024-02-10,5,
1148,,South,Sneha,-20,-200,2024-01-01,15,1000
9001,Charger,North,Priya,500,500,2024-01-01,5,
1437,Monitor,North,,3,-200,2024-02-10,15,1000
4749,Tablet,,Rohit,100,-200,,15,-100
9186,Tablet,,,5,1500,,10,3000
5453,Charger,East,Amit,-1,500,2024-01-15,,2000
6336,,,Amit,4,1000,2024-01-15,10,3000
5551,Mouse,,,100,99999,2024-01-01,0,1000
3823,Mobile,,,4,,,,3000
6728,Mobile,,Amit,5,-200,2024-01-01,10,2000
9677,,,John,1,2000,2024-13-01,,2000
9391,,,,-20,1500,,,1000
2982,Charger,South,Sneha,100,1000,2024-01-15,,1000
7996,Mobile,West,Sneha,-1,-200,2024-13-01,15,
3311,Mouse,East,Rohit,5,,2024-01-01,,5000
8225,Tablet,South,John,,2000,,15,3000
1604,Monitor,South,Sneha,1,1500,2024-01-01,-5,
9175,Laptp,,Rohit,100,,2024-13-01,,3000
6785,Tablet,East,Priya,500,1000,2024-13-01,15,2000
5597,Keyboard,,Sneha,5,99999,2024-01-01,,1000
8759,Keyboard,West,,-20,-200,2024-00-10,0,3000
8532,Tablet,,Sneha,-1,-200,2024-01-01,10,5000
9740,Mouse,,Priya,-20,-200,2024-01-15,-5,2000
1838,Laptp,North,Priya,4,1500,,,-100
4815,Monitor,,Sneha,,-200,,0,2000
1847,Mobile,,Priya,2,1500,,10,
5709,Keyboard,North,Rohit,4,-200,2024-01-01,5,5000
5507,Keyboard,South,Sneha,5,500,2024-02-10,-5,2000
7575,Keyboard,West,Sneha,500,99999,2024-01-01,-5,5000
5773,,,Amit,500,-200,2024-00-10,,1000
5468,Monitr,,,100,500,2024-01-15,5,-100
6192,,North,Sneha,4,1500,2024-01-01,10,5000
4320,,West,,,,2024-13-01,10,
5698,Mouse,,Amit,-1,1000,,,
5311,Tablet,,Priya,1,2000,2024-01-15,0,3000
4673,Laptp,,,1,500,2024-01-15,,-100
2564,Tablet,,,4,1000,2024-00-10,0,1000
2840,Monitr,South,Priya,3,-200,,200,1000
7058,Keyboard,,Rohit,-20,1500,2024-13-01,,5000
8131,Charger,,,4,1000,2024-02-10,0,
1726,,,,500,1000,2024-01-01,15,
7697,Monitr,,Amit,2,99999,2024-02-10,0,
1282,Mouse,North,Sneha,4,99999,,0,1000
2081,Monitor,South,Amit,-1,-200,2024-13-01,10,
4885,,West,Priya,2,1000,,5,3000
3881,Mobile,South,Priya,100,1500,,,2000
3970,,West,,-20,99999,2024-01-15,10,
7985,Headphones,East,,4,500,2024-00-10,5,3000
1947,Laptp,North,Rohit,500,2000,2024-00-10,10,3000
5760,Monitr,North,,1,,2024-01-15,-5,2000
1066,Monitor,West,,-1,500,2024-00-10,10,1000
9828,Headphones,,,1,2000,2024-02-10,,
9505,Monitor,,Priya,-20,1500,,-5,-100
1564,Tablet,,Amit,500,2000,2024-01-15,15,3000
4670,Tablet,East,,-20,1500,2024-01-01,10,3000
3251,Keyboard,West,,-20,2000,2024-01-01,,2000
1804,Laptop,East,,1,99999,2024-13-01,0,-100
5631,Mobile,West,Sneha,3,500,,5,3000
2235,Mouse,East,Sneha,-1,-200,,200,
7720,Mouse,West,Amit,1,-200,2024-01-15,,1000
7906,Keyboard,North,,5,-200,,15,3000
7016,Tablet,East,,,1500,2024-02-10,200,1000
4549,Keyboard,East,Rohit,3,1000,,,3000
8938,Charger,West,Sneha,,-200,,,3000
5141,Monitr,South,Amit,4,1500,2024-01-15,0,
7966,Monitr,South,Amit,,99999,2024-01-15,5,1000
6335,Laptp,North,Priya,,1500,2024-02-10,200,-100
6077,Tablet,,,4,2000,2024-00-10,-5,5000
6611,Laptop,,Priya,1,1500,2024-02-10,5,
9089,Charger,North,,3,2000,2024-01-15,15,1000
3892,Charger,,Rohit,-20,99999,2024-01-15,-5,1000
6577,Tablet,,Rohit,-1,500,2024-01-15,-5,1000
4618,Monitr,,Rohit,2,1500,2024-01-15,5,5000
2559,Headphones,,Amit,4,1000,2024-13-01,0,
7683,Monitr,,Amit,,1000,,15,5000
2507,Laptp,,,5,500,2024-00-10,0,3000
3063,Laptp,,Priya,,99999,2024-01-15,0,2000
4642,Tablet,West,Sneha,5,-200,2024-13-01,-5,5000
3000,Mobile,South,,500,1000,,,3000
2294,Mobile,North,,2,2000,2024-01-15,,5000
5065,Laptop,West,,4,1500,2024-00-10,,1000
9014,Mobile,,Rohit,1,,,-5,2000
2603,Monitor,North,,-1,99999,2024-00-10,200,2000
2322,Monitor,South,,1,1500,2024-02-10,10,-100
6956,Mouse,,John,,99999,2024-13-01,0,3000
3441,,West,Rohit,-20,99999,,5,-100
2098,Monitor,South,,-20,1500,2024-00-10,15,5000
6073,Headphones,North,,500,,2024-01-01,10,5000
9488,,East,Priya,2,-200,2024-01-15,,5000
4787,Headphones,West,,1,99999,2024-00-10,-5,3000
3096,Headphones,,Amit,-20,1000,,200,5000
3208,Monitor,North,Priya,3,1000,,10,2000
6988,Laptop,North,Priya,,1500,,-5,2000
1175,Monitr,,Priya,-1,1000,2024-13-01,10,
8169,Tablet,South,John,100,99999,2024-13-01,0,5000
